date,time,city,region,elevation,temp,feels_like,pressure,humidity,dew_point,clouds,wind_speed,wind_deg,weather_id,frost
2020-11-13,06:00,Leh,Himalayan,3500,-45.6,-45.8,674.1,66,-52.4,37,0.8,97,801,1
2020-11-13,14:00,Leh,Himalayan,3500,-32.6,-32.7,669.7,81,-36.4,96,0.3,186,803,1
2020-11-13,22:00,Leh,Himalayan,3500,-32.6,-32.6,678.7,100,-32.6,66,0.1,147,803,1
2020-11-15,02:00,Leh,Himalayan,3500,-39.5,-40.2,668.8,54,-48.7,38,3.5,128,801,0
2020-11-15,06:00,Leh,Himalayan,3500,-39.5,-39.6,672.0,88,-42.0,30,0.7,98,801,1
2020-11-15,14:00,Leh,Himalayan,3500,-26.5,-28.9,660.8,61,-34.4,59,12.1,303,803,1
2020-11-15,22:00,Leh,Himalayan,3500,-26.5,-27.8,669.0,71,-32.3,8,6.4,146,800,1
2020-11-17,02:00,Leh,Himalayan,3500,-40.9,-41.5,667.0,74,-46.0,74,3.1,103,803,1
2020-11-17,06:00,Leh,Himalayan,3500,-40.9,-40.9,667.3,75,-45.9,81,0.0,162,803,1
2020-11-17,14:00,Leh,Himalayan,3500,-27.9,-28.7,655.5,59,-36.1,32,3.7,303,801,0
2020-11-17,22:00,Leh,Himalayan,3500,-27.9,-29.0,671.2,80,-31.9,16,5.7,175,800,1
2020-11-19,02:00,Leh,Himalayan,3500,-37.9,-38.1,659.0,66,-44.7,29,0.9,50,801,1
2020-11-19,06:00,Leh,Himalayan,3500,-37.9,-38.9,671.6,74,-43.1,29,4.8,316,801,1
2020-11-19,14:00,Leh,Himalayan,3500,-24.9,-25.8,664.8,100,-24.9,16,4.4,157,800,1
2020-11-19,22:00,Leh,Himalayan,3500,-24.9,-27.0,670.9,68,-31.3,98,10.2,115,803,1
2020-11-21,02:00,Leh,Himalayan,3500,-46.4,-46.5,661.4,47,-56.9,24,0.6,53,801,0
2020-11-21,06:00,Leh,Himalayan,3500,-46.4,-46.4,670.0,83,-49.8,31,0.3,150,801,1
2020-11-21,14:00,Leh,Himalayan,3500,-33.4,-34.6,665.5,96,-34.1,16,6.3,298,800,1
2020-11-21,22:00,Leh,Himalayan,3500,-33.4,-33.6,668.6,53,-42.8,25,1.1,12,801,0
2020-11-23,02:00,Leh,Himalayan,3500,-35.9,-35.9,669.0,52,-45.4,15,0.2,142,800,0
2020-11-23,06:00,Leh,Himalayan,3500,-35.9,-36.4,663.1,58,-44.2,85,2.6,185,803,0
2020-11-23,14:00,Leh,Himalayan,3500,-22.9,-23.4,667.9,43,-34.2,85,2.7,169,803,0
2020-11-23,22:00,Leh,Himalayan,3500,-22.9,-23.0,673.7,63,-30.3,96,0.4,59,803,1
2020-11-25,02:00,Leh,Himalayan,3500,-40.8,-41.4,684.1,51,-50.6,51,3.0,123,803,0
2020-11-25,06:00,Leh,Himalayan,3500,-40.8,-41.6,654.5,98,-41.3,89,4.1,116,803,1
2020-11-25,14:00,Leh,Himalayan,3500,-27.8,-28.5,663.9,40,-39.8,0,3.5,0,800,0
2020-11-25,22:00,Leh,Himalayan,3500,-27.8,-27.9,652.6,58,-36.2,88,0.3,271,803,0
2020-11-27,02:00,Leh,Himalayan,3500,-44.4,-44.7,666.8,100,-44.4,92,1.7,75,803,1
2020-11-27,06:00,Leh,Himalayan,3500,-44.4,-44.4,666.8,52,-53.9,28,0.4,68,801,0
2020-11-27,14:00,Leh,Himalayan,3500,-31.4,-33.7,660.2,66,-38.2,68,11.7,217,803,1
2020-11-27,22:00,Leh,Himalayan,3500,-31.4,-31.6,669.8,80,-35.3,93,1.3,249,803,1
2020-11-01,02:00,Shimla,Himalayan,2200,-23.8,-24.4,794.0,90,-25.9,57,2.9,324,803,1
2020-11-01,06:00,Shimla,Himalayan,2200,-23.8,-25.6,802.8,63,-31.2,1,8.6,159,800,1
2020-11-01,14:00,Shimla,Himalayan,2200,-10.8,-11.1,795.9,93,-12.2,32,1.5,178,801,1
2020-11-01,22:00,Shimla,Himalayan,2200,-10.8,-11.9,798.6,80,-14.8,39,5.2,43,801,1
2020-11-03,02:00,Shimla,Himalayan,2200,-25.5,-25.7,789.4,57,-34.1,34,1.4,89,801,0
2020-11-03,06:00,Shimla,Himalayan,2200,-25.5,-25.5,791.3,83,-28.8,33,0.1,195,801,1
2020-11-03,14:00,Shimla,Himalayan,2200,-12.5,-14.1,805.6,54,-21.6,35,8.3,248,801,0
2020-11-03,22:00,Shimla,Himalayan,2200,-12.5,-13.0,806.1,37,-25.1,98,2.5,35,803,0
2020-11-05,02:00,Shimla,Himalayan,2200,-24.9,-26.1,799.4,61,-32.7,54,5.9,216,803,1
2020-11-05,06:00,Shimla,Himalayan,2200,-24.9,-25.3,790.0,67,-31.5,83,2.3,341,803,1
2020-11-05,14:00,Shimla,Himalayan,2200,-11.9,-11.9,790.3,50,-21.9,60,0.2,75,803,0
2020-11-05,22:00,Shimla,Himalayan,2200,-11.9,-12.6,798.1,66,-18.8,51,3.4,143,803,1
2020-11-07,02:00,Shimla,Himalayan,2200,-30.5,-30.7,791.4,43,-41.9,84,1.2,150,803,0
2020-11-07,06:00,Shimla,Himalayan,2200,-30.5,-32.1,797.0,65,-37.5,57,8.0,222,803,1
2020-11-07,14:00,Shimla,Himalayan,2200,-17.5,-19.6,798.2,97,-18.1,8,10.4,252,800,1
2020-11-07,22:00,Shimla,Himalayan,2200,-17.5,-17.6,804.5,66,-24.3,8,0.8,121,800,1
2020-11-09,02:00,Shimla,Himalayan,2200,-29.8,-31.0,798.6,52,-39.4,85,6.0,326,803,0
2020-11-09,06:00,Shimla,Himalayan,2200,-29.8,-30.7,789.3,48,-40.2,53,4.5,201,803,0
2020-11-09,14:00,Shimla,Himalayan,2200,-16.8,-17.2,792.6,67,-23.5,57,1.9,316,803,1
2020-11-09,22:00,Shimla,Himalayan,2200,-16.8,-17.5,799.4,70,-22.8,91,3.4,190,803,1
2020-11-11,02:00,Shimla,Himalayan,2200,-27.1,-27.5,794.6,57,-35.6,5,2.3,172,800,0
2020-11-11,06:00,Shimla,Himalayan,2200,-27.1,-30.0,802.9,71,-32.9,35,14.9,19,801,1
2020-11-11,14:00,Shimla,Himalayan,2200,-14.1,-17.4,787.3,59,-22.2,53,16.4,143,803,0
2020-11-11,22:00,Shimla,Himalayan,2200,-14.1,-16.0,796.7,76,-19.0,15,9.6,155,800,1
2020-11-13,02:00,Shimla,Himalayan,2200,-33.9,-34.1,785.3,63,-41.4,27,0.8,40,801,1
2020-11-13,06:00,Shimla,Himalayan,2200,-33.9,-34.0,792.4,94,-35.2,72,0.1,211,803,1
2020-11-13,14:00,Shimla,Himalayan,2200,-20.9,-21.0,782.9,45,-31.9,34,0.4,81,801,0
2020-11-13,22:00,Shimla,Himalayan,2200,-20.9,-22.5,808.5,80,-24.9,9,7.5,241,800,1
2020-11-15,02:00,Shimla,Himalayan,2200,-36.9,-37.2,796.5,52,-46.6,64,1.6,238,803,0
2020-11-15,06:00,Shimla,Himalayan,2200,-36.9,-37.2,786.2,74,-42.0,85,1.4,176,803,1
2020-11-15,14:00,Shimla,Himalayan,2200,-23.9,-24.2,804.9,68,-30.3,0,1.6,310,800,1
2020-11-15,22:00,Shimla,Himalayan,2200,-23.9,-28.8,797.4,74,-29.1,2,24.5,52,800,1
2020-11-17,02:00,Shimla,Himalayan,2200,-31.3,-31.9,784.1,46,-42.0,31,3.3,94,801,0
2020-11-17,06:00,Shimla,Himalayan,2200,-31.3,-31.7,797.7,78,-35.6,2,2.2,267,800,1
2020-11-17,14:00,Shimla,Himalayan,2200,-18.3,-18.6,790.5,59,-26.5,84,1.6,74,803,0
2020-11-17,22:00,Shimla,Himalayan,2200,-18.3,-18.3,791.5,100,-18.3,37,0.0,337,801,1
2020-11-19,02:00,Shimla,Himalayan,2200,-31.4,-32.8,778.7,52,-40.9,51,7.0,334,803,0
2020-11-19,06:00,Shimla,Himalayan,2200,-31.4,-32.6,784.0,94,-32.5,4,5.9,137,800,1
2020-11-19,14:00,Shimla,Himalayan,2200,-18.4,-18.5,801.4,70,-24.4,87,0.9,261,803,1
2020-11-19,22:00,Shimla,Himalayan,2200,-18.4,-19.0,794.3,39,-30.6,74,3.0,248,803,0
2020-11-21,02:00,Shimla,Himalayan,2200,-20.6,-20.8,807.9,53,-29.9,3,0.6,194,800,0
2020-11-21,06:00,Shimla,Himalayan,2200,-20.6,-22.8,795.3,58,-29.1,60,10.8,276,803,0
2020-11-21,14:00,Shimla,Himalayan,2200,-7.6,-7.7,790.8,86,-10.4,20,0.6,132,801,1
2020-11-21,22:00,Shimla,Himalayan,2200,-7.6,-7.9,783.5,58,-16.0,77,1.4,72,803,0
2020-11-23,02:00,Shimla,Himalayan,2200,-30.8,-31.5,787.8,69,-36.9,55,3.5,318,803,1
2020-11-23,06:00,Shimla,Himalayan,2200,-30.8,-31.2,795.3,73,-36.2,55,2.3,27,803,1
2020-11-23,14:00,Shimla,Himalayan,2200,-17.8,-18.6,777.5,61,-25.6,13,4.1,6,800,1
2020-11-23,22:00,Shimla,Himalayan,2200,-17.8,-18.6,798.8,83,-21.2,17,4.2,226,800,1
2020-11-25,02:00,Shimla,Himalayan,2200,-33.5,-34.0,788.8,67,-40.2,16,2.5,125,800,1
2020-11-25,06:00,Shimla,Himalayan,2200,-33.5,-34.4,808.5,79,-37.8,17,4.7,110,800,1
2020-11-25,14:00,Shimla,Himalayan,2200,-20.5,-21.0,798.2,83,-23.8,82,2.6,100,803,1
2020-11-25,22:00,Shimla,Himalayan,2200,-20.5,-21.0,806.2,95,-21.5,55,2.5,228,803,1
2020-11-27,02:00,Shimla,Himalayan,2200,-35.2,-35.6,784.9,61,-43.1,93,2.0,317,803,1
2020-11-27,06:00,Shimla,Himalayan,2200,-35.2,-35.2,796.2,82,-38.8,93,0.0,61,803,1
2020-11-27,14:00,Shimla,Himalayan,2200,-22.2,-22.7,801.0,71,-27.9,50,2.5,132,803,1
2020-11-27,22:00,Shimla,Himalayan,2200,-22.2,-22.6,787.0,62,-29.9,96,1.7,139,803,1
2020-11-01,02:00,Srinagar,Himalayan,1600,-23.0,-23.1,860.1,56,-31.7,99,0.5,258,803,0
2020-11-01,06:00,Srinagar,Himalayan,1600,-23.0,-23.0,853.8,45,-33.9,22,0.4,12,801,0
2020-11-01,14:00,Srinagar,Himalayan,1600,-10.0,-10.1,850.3,64,-17.2,72,0.4,37,803,1
2020-11-01,22:00,Srinagar,Himalayan,1600,-10.0,-11.6,840.8,74,-15.2,61,8.0,333,803,1
2020-11-03,02:00,Srinagar,Himalayan,1600,-28.1,-29.7,845.1,62,-35.7,63,7.8,319,803,1
2020-11-03,06:00,Srinagar,Himalayan,1600,-28.1,-29.0,859.0,79,-32.4,59,4.2,212,803,1
2020-11-03,14:00,Srinagar,Himalayan,1600,-15.1,-15.7,849.6,61,-22.9,61,3.0,236,803,1
2020-11-03,22:00,Srinagar,Himalayan,1600,-15.1,-15.5,861.6,96,-16.0,13,1.8,124,800,1
2020-11-05,02:00,Srinagar,Himalayan,1600,-19.8,-21.2,842.4,57,-28.3,65,6.9,103,803,0
2020-11-05,06:00,Srinagar,Himalayan,1600,-19.8,-20.1,856.9,70,-25.7,66,1.7,41,803,1
2020-11-05,14:00,Srinagar,Himalayan,1600,-6.8,-7.4,857.7,47,-17.4,93,2.9,156,803,0
2020-11-05,22:00,Srinagar,Himalayan,1600,-6.8,-7.0,851.3,64,-14.0,54,0.9,195,803,1
2020-11-07,02:00,Srinagar,Himalayan,1600,-27.4,-28.7,858.2,93,-28.9,96,6.3,158,803,1
2020-11-07,06:00,Srinagar,Himalayan,1600,-27.4,-28.0,837.4,58,-35.7,14,2.8,260,800,0
2020-11-07,14:00,Srinagar,Himalayan,1600,-14.4,-15.3,851.9,31,-28.1,26,4.4,242,801,0
2020-11-07,22:00,Srinagar,Himalayan,1600,-14.4,-14.9,859.1,96,-15.3,19,2.7,329,800,1
2020-11-09,02:00,Srinagar,Himalayan,1600,-28.7,-29.3,841.6,60,-36.8,89,2.9,209,803,0
2020-11-09,06:00,Srinagar,Himalayan,1600,-28.7,-29.9,853.4,61,-36.5,75,6.2,323,803,1
2020-11-09,14:00,Srinagar,Himalayan,1600,-15.7,-16.0,864.6,71,-21.6,8,1.4,28,800,1
2020-11-09,22:00,Srinagar,Himalayan,1600,-15.7,-15.8,850.0,80,-19.7,86,0.6,318,803,1
2020-11-11,02:00,Srinagar,Himalayan,1600,-26.0,-26.5,849.2,54,-35.1,46,2.8,136,801,0
2020-11-11,06:00,Srinagar,Himalayan,1600,-26.0,-26.5,850.0,79,-30.1,34,2.8,24,801,1
2020-11-11,14:00,Srinagar,Himalayan,1600,-13.0,-14.5,832.7,47,-23.6,42,7.5,250,801,0
2020-11-11,22:00,Srinagar,Himalayan,1600,-13.0,-13.4,852.8,66,-19.7,69,2.1,160,803,1
2020-11-13,02:00,Srinagar,Himalayan,1600,-19.7,-21.6,846.9,42,-31.2,48,9.7,341,801,0
2020-11-13,06:00,Srinagar,Himalayan,1600,-19.7,-19.7,875.6,78,-24.1,86,0.2,210,803,1
2020-11-13,14:00,Srinagar,Himalayan,1600,-6.7,-7.3,851.4,71,-12.5,92,2.9,18,803,1
2020-11-13,22:00,Srinagar,Himalayan,1600,-6.7,-7.0,866.1,38,-19.1,93,1.7,318,803,0
2020-11-15,02:00,Srinagar,Himalayan,1600,-34.6,-34.7,849.3,66,-41.5,2,0.2,161,800,1
2020-11-15,06:00,Srinagar,Himalayan,1600,-34.6,-34.7,854.4,65,-41.7,49,0.5,7,801,1
2020-11-15,14:00,Srinagar,Himalayan,1600,-21.6,-21.6,846.0,81,-25.5,53,0.1,228,803,1
2020-11-15,22:00,Srinagar,Himalayan,1600,-21.6,-21.8,846.6,78,-26.1,33,0.8,87,801,1
2020-11-17,02:00,Srinagar,Himalayan,1600,-21.2,-21.8,852.1,77,-25.8,84,3.3,310,803,1
2020-11-17,06:00,Srinagar,Himalayan,1600,-21.2,-22.5,841.6,87,-23.7,46,6.7,10,801,1
2020-11-17,14:00,Srinagar,Himalayan,1600,-8.2,-8.7,849.4,96,-8.9,11,2.7,292,800,1
2020-11-17,22:00,Srinagar,Himalayan,1600,-8.2,-8.5,865.0,49,-18.4,43,1.7,341,801,0
2020-11-19,02:00,Srinagar,Himalayan,1600,-32.7,-33.2,857.1,65,-39.7,58,2.5,127,803,1
2020-11-19,06:00,Srinagar,Himalayan,1600,-32.7,-33.1,844.3,69,-38.9,8,2.2,236,800,1
2020-11-19,14:00,Srinagar,Himalayan,1600,-19.7,-20.3,851.2,50,-29.8,3,3.1,28,800,0
2020-11-19,22:00,Srinagar,Himalayan,1600,-19.7,-19.7,848.8,62,-27.3,17,0.1,41,800,1
2020-11-21,02:00,Srinagar,Himalayan,1600,-30.5,-31.6,871.0,78,-34.9,86,5.3,341,803,1
2020-11-21,06:00,Srinagar,Himalayan,1600,-30.5,-31.1,857.0,81,-34.4,52,2.8,172,803,1
2020-11-21,14:00,Srinagar,Himalayan,1600,-17.5,-18.4,852.4,85,-20.6,45,4.4,309,801,1
2020-11-21,22:00,Srinagar,Himalayan,1600,-17.5,-18.1,852.2,87,-20.1,25,2.8,266,801,1
2020-11-23,02:00,Srinagar,Himalayan,1600,-23.2,-24.0,844.2,56,-32.0,38,3.8,309,801,0
2020-11-23,06:00,Srinagar,Himalayan,1600,-23.2,-24.9,852.6,100,-23.2,68,8.3,249,803,1
2020-11-23,14:00,Srinagar,Himalayan,1600,-10.2,-10.6,856.0,61,-17.9,97,2.1,72,803,1
2020-11-23,22:00,Srinagar,Himalayan,1600,-10.2,-10.6,852.3,73,-15.7,42,2.1,24,801,1
2020-11-25,02:00,Srinagar,Himalayan,1600,-21.2,-21.4,860.1,62,-28.9,97,1.0,100,803,1
2020-11-25,06:00,Srinagar,Himalayan,1600,-21.2,-21.6,844.4,85,-24.3,87,2.3,148,803,1
2020-11-25,14:00,Srinagar,Himalayan,1600,-8.2,-8.8,861.4,67,-14.8,71,3.0,88,803,1
2020-11-25,22:00,Srinagar,Himalayan,1600,-8.2,-8.2,865.8,84,-11.4,25,0.2,265,801,1
2020-11-27,02:00,Srinagar,Himalayan,1600,-19.9,-20.1,875.8,51,-29.6,78,1.1,136,803,0
2020-11-27,06:00,Srinagar,Himalayan,1600,-19.9,-20.2,853.8,67,-26.5,92,1.6,102,803,1
2020-11-27,14:00,Srinagar,Himalayan,1600,-6.9,-7.0,851.3,71,-12.6,59,0.8,130,803,1
2020-11-27,22:00,Srinagar,Himalayan,1600,-6.9,-7.7,865.2,54,-16.0,38,3.9,3,801,0
2020-11-01,02:00,Manali,Himalayan,2050,-31.1,-31.7,816.9,86,-34.0,65,2.9,169,803,1
2020-11-01,06:00,Manali,Himalayan,2050,-31.1,-32.7,806.5,74,-36.3,38,8.1,28,801,1
2020-11-01,14:00,Manali,Himalayan,2050,-18.1,-18.5,805.9,52,-27.7,56,2.0,235,803,0
2020-11-01,22:00,Manali,Himalayan,2050,-18.1,-18.9,796.5,91,-19.9,93,4.0,141,803,1
2020-11-03,02:00,Manali,Himalayan,2050,-35.5,-36.3,806.4,82,-39.2,36,3.8,192,801,1
2020-11-03,06:00,Manali,Himalayan,2050,-35.5,-35.6,802.9,66,-42.3,58,0.4,60,803,1
2020-11-03,14:00,Manali,Himalayan,2050,-22.5,-25.0,797.7,78,-26.8,62,12.1,10,803,1
2020-11-03,22:00,Manali,Himalayan,2050,-22.5,-22.8,810.4,69,-28.8,92,1.5,242,803,1
2020-11-05,02:00,Manali,Himalayan,2050,-34.8,-34.9,805.9,71,-40.6,2,0.6,4,800,1
2020-11-05,06:00,Manali,Himalayan,2050,-34.8,-35.5,821.4,61,-42.6,87,3.6,226,803,1
2020-11-05,14:00,Manali,Himalayan,2050,-21.8,-22.2,804.4,61,-29.5,72,2.3,356,803,1
2020-11-05,22:00,Manali,Himalayan,2050,-21.8,-23.1,805.1,59,-29.9,24,6.6,169,801,0
2020-11-07,02:00,Manali,Himalayan,2050,-30.1,-30.5,818.7,78,-34.4,58,2.4,123,803,1
2020-11-07,06:00,Manali,Himalayan,2050,-30.1,-30.8,804.2,49,-40.2,89,3.9,36,803,0
2020-11-07,14:00,Manali,Himalayan,2050,-17.1,-17.1,801.5,80,-21.0,80,0.2,300,803,1
2020-11-07,22:00,Manali,Himalayan,2050,-17.1,-18.1,805.8,100,-17.1,55,5.2,39,803,1
2020-11-09,02:00,Manali,Himalayan,2050,-35.1,-35.7,811.9,77,-39.7,96,3.2,303,803,1
2020-11-09,06:00,Manali,Himalayan,2050,-35.1,-35.8,816.6,75,-40.1,41,3.6,154,801,1
2020-11-09,14:00,Manali,Himalayan,2050,-22.1,-23.3,804.8,78,-26.5,57,6.4,30,803,1
2020-11-09,22:00,Manali,Himalayan,2050,-22.1,-22.3,808.7,77,-26.6,29,1.2,81,801,1
2020-11-11,02:00,Manali,Himalayan,2050,-27.9,-28.3,813.2,76,-32.7,38,2.1,12,801,1
2020-11-11,06:00,Manali,Himalayan,2050,-27.9,-28.5,810.4,73,-33.3,94,3.0,343,803,1
2020-11-11,14:00,Manali,Himalayan,2050,-14.9,-15.1,811.5,67,-21.6,70,1.0,223,803,1
2020-11-11,22:00,Manali,Himalayan,2050,-14.9,-15.0,818.9,65,-22.0,36,0.6,195,801,1
2020-11-13,02:00,Manali,Himalayan,2050,-26.4,-26.8,816.0,61,-34.3,21,1.9,209,801,1
2020-11-13,06:00,Manali,Himalayan,2050,-26.4,-26.4,812.9,85,-29.5,10,0.1,78,800,1
2020-11-13,14:00,Manali,Himalayan,2050,-13.4,-13.4,805.5,62,-21.0,97,0.0,284,803,1
2020-11-13,22:00,Manali,Himalayan,2050,-13.4,-14.5,810.7,81,-17.2,74,5.2,129,803,1
2020-11-15,02:00,Manali,Himalayan,2050,-23.8,-23.9,815.8,59,-32.0,66,0.4,235,803,0
2020-11-15,06:00,Manali,Himalayan,2050,-23.8,-24.1,805.5,42,-35.4,37,1.2,162,801,0
2020-11-15,14:00,Manali,Himalayan,2050,-10.8,-11.1,808.2,71,-16.6,14,1.4,26,800,1
2020-11-15,22:00,Manali,Himalayan,2050,-10.8,-11.7,813.7,75,-15.8,45,4.4,198,801,1
2020-11-17,02:00,Manali,Himalayan,2050,-32.3,-32.7,820.0,75,-37.3,77,2.0,235,803,1
2020-11-17,06:00,Manali,Himalayan,2050,-32.3,-32.4,812.9,77,-36.8,59,0.8,116,803,1
2020-11-17,14:00,Manali,Himalayan,2050,-19.3,-21.8,798.4,46,-30.0,80,12.5,273,803,0
2020-11-17,22:00,Manali,Himalayan,2050,-19.3,-21.5,802.5,99,-19.4,37,11.0,300,801,1
2020-11-19,02:00,Manali,Himalayan,2050,-22.0,-22.9,813.8,74,-27.3,40,4.1,45,801,1
2020-11-19,06:00,Manali,Himalayan,2050,-22.0,-22.6,800.7,70,-28.0,19,2.9,241,800,1
2020-11-19,14:00,Manali,Himalayan,2050,-9.0,-9.1,793.7,73,-14.4,76,0.3,76,803,1
2020-11-19,22:00,Manali,Himalayan,2050,-9.0,-9.1,804.1,67,-15.6,89,0.4,142,803,1
2020-11-21,02:00,Manali,Himalayan,2050,-30.5,-31.2,812.2,63,-37.8,5,3.7,72,800,1
2020-11-21,06:00,Manali,Himalayan,2050,-30.5,-31.2,810.5,58,-38.9,7,3.7,347,800,0
2020-11-21,14:00,Manali,Himalayan,2050,-17.5,-18.5,805.4,60,-25.4,6,5.1,207,800,1
2020-11-21,22:00,Manali,Himalayan,2050,-17.5,-17.8,820.5,86,-20.2,2,1.8,187,800,1
2020-11-23,02:00,Manali,Himalayan,2050,-27.7,-27.7,811.6,64,-34.8,86,0.2,24,803,1
2020-11-23,06:00,Manali,Himalayan,2050,-27.7,-29.9,813.4,65,-34.7,99,11.2,220,803,1
2020-11-23,14:00,Manali,Himalayan,2050,-14.7,-15.1,819.0,79,-18.9,81,2.1,210,803,1
2020-11-23,22:00,Manali,Himalayan,2050,-14.7,-14.8,811.0,71,-20.6,34,0.7,206,801,1
2020-11-25,02:00,Manali,Himalayan,2050,-29.5,-30.3,813.2,45,-40.5,19,4.1,219,800,0
2020-11-25,06:00,Manali,Himalayan,2050,-29.5,-30.3,797.5,80,-33.6,99,3.9,261,803,1
2020-11-25,14:00,Manali,Himalayan,2050,-16.5,-16.8,802.9,100,-16.5,17,1.5,224,800,1
2020-11-25,22:00,Manali,Himalayan,2050,-16.5,-18.0,813.2,50,-26.6,86,7.2,13,803,0
2020-11-27,02:00,Manali,Himalayan,2050,-31.2,-31.4,819.4,70,-37.3,59,0.9,13,803,1
2020-11-27,06:00,Manali,Himalayan,2050,-31.2,-31.8,811.9,36,-43.9,69,2.7,344,803,0
2020-11-27,14:00,Manali,Himalayan,2050,-18.2,-19.1,819.3,51,-28.1,55,4.5,302,803,0
2020-11-27,22:00,Manali,Himalayan,2050,-18.2,-18.6,807.6,76,-22.9,79,1.8,265,803,1
2020-11-01,02:00,Dehradun,Himalayan,650,-18.0,-19.8,967.5,76,-22.8,56,8.9,283,803,1
2020-11-01,06:00,Dehradun,Himalayan,650,-18.0,-19.2,947.4,51,-27.8,43,5.6,206,801,0
2020-11-01,14:00,Dehradun,Himalayan,650,-5.0,-5.1,962.7,100,-5.0,77,0.1,292,803,1
2020-11-01,22:00,Dehradun,Himalayan,650,-5.0,-6.7,949.0,100,-5.0,68,8.1,178,803,1
2020-11-03,02:00,Dehradun,Himalayan,650,-18.6,-19.0,952.8,84,-21.9,42,1.8,293,801,1
2020-11-03,06:00,Dehradun,Himalayan,650,-18.6,-18.8,941.7,87,-21.3,7,0.7,128,800,1
2020-11-03,14:00,Dehradun,Himalayan,650,-5.6,-5.8,953.9,59,-13.8,85,0.8,192,803,0
2020-11-03,22:00,Dehradun,Himalayan,650,-5.6,-6.2,966.0,70,-11.7,7,2.9,75,800,1
2020-11-05,02:00,Dehradun,Himalayan,650,-13.7,-15.4,951.4,66,-20.5,13,8.5,68,800,1
2020-11-05,06:00,Dehradun,Himalayan,650,-13.7,-13.8,935.2,81,-17.5,63,0.5,72,803,1
2020-11-05,14:00,Dehradun,Himalayan,650,-0.7,-0.9,947.3,84,-3.9,74,1.0,101,803,0
2020-11-05,22:00,Dehradun,Himalayan,650,-0.7,-1.7,959.5,73,-6.1,81,4.9,278,803,0
2020-11-07,02:00,Dehradun,Himalayan,650,-19.4,-19.5,947.9,89,-21.5,53,0.4,212,803,1
2020-11-07,06:00,Dehradun,Himalayan,650,-19.4,-19.7,938.5,54,-28.7,20,1.5,92,801,0
2020-11-07,14:00,Dehradun,Himalayan,650,-6.4,-6.7,947.6,47,-17.1,43,1.4,266,801,0
2020-11-07,22:00,Dehradun,Himalayan,650,-6.4,-7.0,958.1,95,-7.5,45,2.9,84,801,1
